"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010948","negative regulation of cell cycle process","107/4770","316/18888",0.338607594936709,1.34080089164875,3.55114999877103,0.00035200595003915,0.00515216116226284,0.00386400293598044,"MAD1L1/ZNF207/MBTPS2/FHL1/USP28/PPP2R5B/RPS6KA2/JADE1/UIMC1/CDC45/CDC6/MSH2/WAC/KLHL22/FBXO7/E2F1/RBBP8/NAA10/RGCC/FBXO31/CCP110/NBN/DOT1L/EZH2/CCL2/KAT2A/CCND1/PRPF19/ANAPC15/CDKN1B/MDM1/TTK/MACROH2A1/ACVR1/FBXO6/CDC20/SYF2/PROX1/CENPF/PKD2/DUSP1/INHBA/ZWINT/BTN2A2/MAD2L1BP/PCID2/PKMYT1/EIF2AK4/E2F8/CDKN2D/TTI2/STK33/CCNB1/TAOK3/MDM2/GPNMB/BRIP1/KNL1/PARP9/BRCA2/PML/TICRR/MBTPS1/NUF2/DTL/DYNC1LI1/CTDSPL/PLK2/TERF1/CDKN2B/ZFP36L2/SMARCA5/EME1/BUB1B/RPL26/CCNF/DTX3L/MAD2L1/RAD21/GPER1/BRD7/PLK1/CDT1/CDK2AP2/FEM1B/ATF5/CRADD/BUB1/CDK1/SETMAR/TRIAP1/PTEN/HINFP/SLFN11/OVOL1/PLK3/CTDSP2/CRLF3/NPM1/GPR132/FOXO4/MUC1/BRCC3/GNB1L/DCUN1D3/TREX1/PRKDC",107
"GO:0071526","semaphorin-plexin signaling pathway","22/4770","44/18888",0.5,1.97987421383648,3.78237174288222,0.000353563902682853,0.00515591744166037,0.00386682005954534,"SEMA3B/SEMA3A/SEMA3C/EDN1/SEMA6A/SEMA4G/SH3BP1/MET/SEMA5A/ECE1/NRP2/KDR/SEMA4F/RAC1/SEMA6C/PLXNB1/SEMA4C/SEMA4B/SEMA4D/SEMA4A/FLNA/PLXNA4",22
"GO:0070228","regulation of lymphocyte apoptotic process","27/4770","58/18888",0.46551724137931,1.84333116460638,3.73887613167042,0.000353893431864716,0.00515591744166037,0.00386682005954534,"ST3GAL1/BCL3/ARG2/HIF1A/PRKD2/JAK3/DOCK8/WNT5A/FOXP1/SLC46A2/GPAM/CD274/IDO1/LGALS3/ZC3H8/ADAM8/BCL2L11/TSC22D3/RAG1/IL7R/GIMAP8/PTCRA/NOC2L/ADA/SLC39A10/LYN/CCL5",27
"GO:0034143","regulation of toll-like receptor 4 signaling pathway","19/4770","36/18888",0.527777777777778,2.08986722571628,3.80452303987524,0.00036691202015067,0.0053332981687648,0.00399985154453423,"IFI35/TREM2/ACOD1/TAX1BP1/TNFAIP3/TRIM32/LBP/NINJ1/APPL2/PIK3R1/MFHAS1/APPL1/SQSTM1/CD14/ZNRF1/PELI1/TICAM2/LYN/RAB7B",19
"GO:0005996","monosaccharide metabolic process","88/4770","252/18888",0.349206349206349,1.38276929220325,3.55561802760465,0.000369387923425791,0.00534471359226837,0.00400841285085677,"GCLC/SLC25A13/MDH1/H6PD/KCNQ1/SLC2A3/PDK3/RORA/TIGAR/AKR1B1/B4GALT1/SLC23A2/OAS1/XYLB/EP300/SLC35A2/MLYCD/SLC39A14/DHDH/BRAT1/LIPA/GALK1/SLC25A11/KAT2A/ALDOC/MAN2A1/NR3C1/UXS1/ACADM/GALE/SLC2A1/AKR1A1/GOT1/NLN/PFKFB2/PCK1/DYRK2/ATF4/PDHA1/PRKAA1/KHK/SORD/PMM2/FOXK2/PMAIP1/IGFBP4/SIK1/PGD/GALM/MDH2/TCF7L2/FUOM/MTCL2/DLAT/FOXO1/RANBP2/SLC45A3/ADPGK/HK2/CRTC2/HK3/FABP5/FBP1/PGM2L1/NUDT5/NNMT/GPD1/IRS1/PGM2/DCXR/PFKFB3/KBTBD2/ZNF692/C1QTNF1/PTPN2/EPM2AIP1/MPI/FUT7/FKRP/SLC25A10/GDPGP1/PGP/POFUT2/B3GLCT/WDR5/FUT4/SDHAF3/PPP1R3G",88
"GO:0032984","protein-containing complex disassembly","88/4770","252/18888",0.349206349206349,1.38276929220325,3.55561802760465,0.000369387923425791,0.00534471359226837,0.00400841285085677,"UPF1/SPAST/LIMA1/VMP1/SMARCD1/DHX8/CLASP1/ADD2/JMJD4/WDR47/CHMP5/ADD1/TPX2/IRAK3/MCOLN1/HDAC6/SNAP29/SH3BP1/TOM1/CHMP4B/MAP1LC3A/EEF2K/GSPT1/NAPA/GRWD1/CRACD/HSPA8/SEMA5A/SPTBN1/PLEK/ARHGEF2/STMN1/ARID1A/CAMSAP2/DSTN/ATG14/VIL1/TMOD2/TTBK2/SHFL/MTRFR/TRIM21/NES/SNX14/AVIL/MICAL1/VILL/CALCOCO2/TMOD1/STX17/RDX/SPTBN5/TRIM54/TMOD3/GABARAPL1/KIF2C/RUBCN/ATG12/GSN/ADD3/EPS8/CCSAP/PEX10/SPTBN4/ATXN7/APEH/ABCE1/MID1IP1/CFL2/FRAT1/HDGFL3/MRPL58/DDIT4/ADRB2/SMARCC1/SPTBN2/BNIP3/GAK/MAP6D1/IST1/CIB1/KIF24/CLN3/ARID2/SVIL/UVRAG/IRGM/PDXP",88
"GO:0098792","xenophagy","10/4770","14/18888",0.714285714285714,2.82839173405211,3.97791393490315,0.000371828003400099,0.00536773622260006,0.00402567929660525,"RNF31/RIPK2/NOD1/LGALS8/OPTN/CALCOCO2/NOD2/RNF213/TBK1/IRGM",10
"GO:1901987","regulation of cell cycle phase transition","147/4770","455/18888",0.323076923076923,1.27930333817126,3.50540259644882,0.000376276905028433,0.00541167225884169,0.00405863031806717,"MAD1L1/KMT2E/DBF4/PAF1/ZNF207/ANLN/MBTPS2/BID/MNAT1/FHL1/USP28/RRM2B/ARID1B/SMARCD1/JADE1/CDC14A/UIMC1/AURKA/TFAP4/CDC45/CDC6/MSH2/WAC/BCL7C/KLHL22/FBXO7/E2F1/RBBP8/RGCC/FBXO31/NBN/ERCC2/DOT1L/CDK6/EZH2/CCL2/FBXW7/CCND1/PRPF19/ANAPC15/AMBRA1/CDKN1B/ING4/PTPN6/TTK/MACROH2A1/ACVR1/FBXO6/CDC20/SYF2/PROX1/ARID1A/CENPF/PKD2/CCND2/DUSP1/INHBA/ZWINT/CDKN2C/BTN2A2/MAD2L1BP/PCID2/DLGAP5/HSPA2/PKMYT1/EIF2AK4/CDKN2D/TTI2/CDKN1C/STK33/DPF2/CCNB1/TAOK3/CDK4/MDM2/APPL2/GPNMB/BRIP1/ACTL6A/RDX/KNL1/PARP9/TMOD3/BRCA2/PML/TICRR/MBTPS1/BRD4/NUF2/DTL/DYNC1LI1/CTDSPL/PLK2/CDCA5/CDKN2B/ADAM17/ZFP36L2/EME1/BUB1B/APPL1/DBF4B/RPL26/ERCC3/DTX3L/CDC25A/MAD2L1/RAD21/BRD7/PLK1/CDT1/CDK2AP2/FEM1B/ATF5/MN1/CRADD/SIN3A/BUB1/CDK1/SETMAR/TRIAP1/RRM2/PTEN/HINFP/SLFN11/OVOL1/SMARCC1/PLK3/UBE2C/CTDSP2/CCNE2/CRLF3/NPM1/GPR132/FOXO4/MUC1/BRCC3/GNB1L/DCUN1D3/ARID2/ANAPC7/TREX1/UBD/DDX3X/PRKDC/CCNQ/PAGR1/MEPCE",147
"GO:1990823","response to leukemia inhibitory factor","43/4770","106/18888",0.405660377358491,1.6063130414145,3.63858910825417,0.000376583234839529,0.00541167225884169,0.00405863031806717,"SLC25A5/JARID2/GCLM/SBNO2/FOSL2/SNX10/ICAM1/SYNGR1/MYBL2/RNF125/BCAT2/TLE4/ADAM23/NCL/KDM3A/SRSF7/SRM/KDM5B/NRP2/CREB1/WDR35/TRIM25/EEF1E1/GFPT2/DTX1/SPRY2/MRPL15/PARP16/PML/ILDR1/ARID5B/EPS8/SMARCA5/MRAS/HK2/NUP35/CHCHD4/MAT2A/B3GNT2/UBXN2A/MSC/EFHC2/SOCS3",43
"GO:0035264","multicellular organism growth","56/4770","147/18888",0.380952380952381,1.50847559149446,3.5973814272776,0.000381827173684699,0.00547458779865839,0.00410581553275944,"ZFX/WWTR1/ADRB1/RC3H2/RASAL2/FOSL2/PALB2/TMED2/EP300/LGMN/PPP1R13L/ERCC2/KAT2A/SLC1A2/STC2/WDR48/HTRA2/CREB1/GPAM/WDR11/SOCS2/STAT5A/KLF2/VIL1/SMO/CDKN1C/GAMT/GDF15/NOTCH2/CCM2/AFG3L2/ETNK2/PLAC8/SLC25A25/ARID5B/GPAT4/SPTBN4/HESX1/FXN/TTC8/SGPL1/TAF10/MFSD2A/STAT3/ATF5/ADRB2/CLIC4/CHD7/HEG1/STAT5B/SPTBN2/PLEC/CSF1/ADRB3/ODAD3/SELENOM",56
"GO:0001885","endothelial cell development","29/4770","64/18888",0.453125,1.79426100628931,3.69957096610927,0.000383780381235832,0.00547775022698458,0.00410818728161441,"TNFRSF1A/ROCK1/RAPGEF3/ADD1/ICAM1/PPP1R16B/TJP1/MET/RAPGEF2/VEGFA/PDE4D/PROC/TJP2/RAP2C/IL1B/RAP1B/AFDN/GSTM3/CCM2/VEZF1/RDX/CLIC4/FASN/MYD88/HPSE/HEG1/CDH5/MYADM/GPX1",29
"GO:0070534","protein K63-linked ubiquitination","29/4770","64/18888",0.453125,1.79426100628931,3.69957096610927,0.000383780381235832,0.00547775022698458,0.00410818728161441,"TRAF1/TRAF3IP2/RNF126/UBE2T/TRAF5/HECTD1/STUB1/RIPK2/UBE2S/RNF167/PRPF19/BIRC2/RNF8/UBE2B/TRAF2/TRAF3/TRIM21/TRIM5/TRIM22/TRIM65/RNF168/NOD2/TRIM56/RNF213/UBE2O/PARP10/PELI1/DDX3X/RNF115",29
"GO:0001881","receptor recycling","23/4770","47/18888",0.48936170212766,1.93774923056336,3.74143118305528,0.000389999461457962,0.00554149796583977,0.00415599662653606,"EHD3/PSEN1/EPS15/CHMP5/ACHE/KIF16B/PLEKHJ1/RAB29/ECE1/OPTN/ARFGEF2/PEX1/LDLR/SORL1/LAMTOR1/PEX10/CAMLG/PTPN2/ANXA2/RAB11B/PTPN1/PHETA1/INPP5F",23
"GO:0050919","negative chemotaxis","23/4770","47/18888",0.48936170212766,1.93774923056336,3.74143118305528,0.000389999461457962,0.00554149796583977,0.00415599662653606,"SEMA3B/NTN1/SEMA3A/SEMA3C/SEMA6A/SEMA4G/SEMA5A/WNT5A/NRP2/SEMA4F/ITGAV/SEMA6C/SLIT2/SEMA4C/ROBO1/UNC5C/SLIT3/EFNA5/SEMA4B/FLRT2/SEMA4D/SEMA4A/PLXNA4",23
"GO:0002548","monocyte chemotaxis","31/4770","70/18888",0.442857142857143,1.75360287511231,3.67163013343293,0.000403317017952787,0.00571787781281496,0.0042882774743387,"PDGFB/LGMN/FLT1/CCL17/CREB3/CXCL12/CCL7/CCL2/CCL8/CCL1/CCL20/DUSP1/MOSPD2/LGALS3/ANXA1/IL6/CCN3/TNFRSF11A/SLIT2/IL6R/S100A12/CCR1/CXCL10/FPR2/CCL19/CCL13/LYN/CCL5/CCL23/CCL4/CCL15",31
"GO:0032732","positive regulation of interleukin-1 production","32/4770","73/18888",0.438356164383562,1.73578013267856,3.66109894746694,0.000409577909353188,0.00579364903991098,0.00434510416021691,"CASP8/PANX2/JAK2/TLR8/MEFV/PYCARD/RIPK2/NOD1/HSPB1/PANX1/WNT5A/EGR1/HAVCR2/CD36/IL6/CASP1/GBP5/NLRP3/IFI16/AIM2/SMAD3/NOD2/STAT3/IL16/CCL19/MYD88/RELA/LPL/TMEM106A/LILRA5/S100A13/TRIM16",32
"GO:0002703","regulation of leukocyte mediated immunity","86/4770","246/18888",0.349593495934959,1.38430229585315,3.52653640597088,0.000410568381943405,0.00579469615854498,0.00434588947522331,"FGR/HFE/WAS/GAB2/STAP1/SPHK2/CD84/FCGR2B/PVR/IL4R/DDX1/PTPRC/LAG3/ICAM1/UNC13D/MSH2/TREM2/IL12RB1/STX4/IL4I1/LILRB1/TGFB1/JAK3/AHR/RIGI/SUPT6H/NSD2/CRTAM/IL23A/PTPN6/DUSP22/IL12B/IL1R1/SLAMF1/CD80/SHLD2/CXCL6/IL1B/TRAF2/TICAM1/RAC2/NECTIN2/BST2/TRPM4/PRAM1/KMT5C/RSAD2/HAVCR2/IL6/HSPD1/FBXO38/CD226/IL18/MR1/CD1A/CD1C/CD1E/NLRP3/SLAMF6/TLR3/SYK/DDX21/B2M/NOD2/IL7R/PTAFR/APLF/ITGAM/ADORA2B/SERPINB9/RASGRP1/STAT5B/CLCF1/FUT7/ZP3/CD55/ARID5A/SPN/CR1L/TAP2/MICA/SERPINB4/HLA-A/TICAM2/LYN/PIK3R6",86
"GO:0010575","positive regulation of vascular endothelial growth factor production","17/4770","31/18888",0.548387096774194,2.17147494420775,3.79429978765059,0.000412217256203737,0.00580049448374505,0.00435023808639661,"RORA/PTGS2/HIF1A/TGFB1/IL1A/IL1B/ATF4/IL6ST/IL6/SULF1/ARNT/STAT3/ADORA2B/C3AR1/RELA/HPSE/CCBE1",17
"GO:0045824","negative regulation of innate immune response","37/4770","88/18888",0.420454545454545,1.66489422527158,3.63386729582176,0.000412835064930464,0.00580049448374505,0.00435023808639661,"OAS1/IRAK3/TTLL12/ACOD1/LILRB1/TGFB1/DHX58/DTX4/OAS3/TNFAIP3/NMI/TRIM21/PPARG/HAVCR2/TRAFD1/USP15/EIF4E2/NLRC5/DUSP10/LYAR/ATG12/SERPING1/NLRX1/ADAR/IFI16/SERPINB9/STAT2/PARP14/BANF1/PTPN2/USP18/ISG15/MICA/SERPINB4/HLA-A/TREX1/MMP12",37
"GO:0002224","toll-like receptor signaling pathway","33/4770","76/18888",0.434210526315789,1.71936444885799,3.65251806921817,0.000413731300358852,0.00580049448374505,0.00435023808639661,"SARM1/BIRC3/TNIP3/LRCH4/IRAK3/TLR8/UNC93B1/BIRC2/MAPKAPK3/CD274/TASL/IRF1/IRF3/TICAM1/TRAF3/IRAK2/CD36/IRF4/TLR2/S100A8/HSPD1/NFKBIZ/TNIP1/MFHAS1/LRRC14/S100A9/TLR3/PRKCE/MYD88/IRAK1/IRAK4/LGR4/TICAM2",33
"GO:0035304","regulation of protein dephosphorylation","34/4770","79/18888",0.430379746835443,1.70419552583393,3.6456757943287,0.000415956958818227,0.00581879612966294,0.00436396390190059,"PPP2R5A/ROCK1/NCK2/NUAK1/PTPRC/FKBP1A/HSP90AB1/PPP1R16B/TGFB1/AMBRA1/PDGFRB/PTPA/PPP4R4/FKBP1B/MASTL/CRY2/LILRB2/LGALS3/CALM2/GNA12/MFHAS1/MGAT5/SPPL3/NCK1/PPP1R15B/CALM3/ADORA1/PRKCD/TSC1/NSMF/ANKLE2/CDH5/CDCA2/ITGA1",34
"GO:0040015","negative regulation of multicellular organism growth","9/4770","12/18888",0.75,2.96981132075472,3.96747645994116,0.000423339978828538,0.0058959882954468,0.00442185625926864,"ADRB1/LGMN/STC2/SOCS2/GDF15/PLAC8/FXN/ADRB2/ADRB3",9
"GO:0070672","response to interleukin-15","9/4770","12/18888",0.75,2.96981132075472,3.96747645994116,0.000423339978828538,0.0058959882954468,0.00442185625926864,"MFAP3/IL2RB/JAK3/STAT5A/IL15RA/JAK1/IL15/STAT3/STAT5B",9
"GO:0032609","type II interferon production","47/4770","119/18888",0.394957983193277,1.56393425294646,3.58703387908705,0.000426994573407873,0.00592080413960083,0.00444046757433626,"BTN3A1/BCL3/JAK2/IL12RB1/TLR8/SLC7A5/PYCARD/CD276/RIPK2/LILRB1/EBI3/TYK2/VSIR/CRTAM/IL23A/IL12B/PDE4D/WNT5A/IL1R1/SLAMF1/CD274/INHBA/IL1B/CCR7/HAVCR2/HSPD1/CD226/IL18/CEBPG/SLAMF6/ZC3H12A/TLR3/NOD2/CD14/RASGRP1/HRAS/PDE4B/BTN3A2/ISG15/ZP3/CD47/ARID5A/IL27/PDCD1LG2/SIRPA/HLA-A/IRGM",47
"GO:0032649","regulation of type II interferon production","47/4770","119/18888",0.394957983193277,1.56393425294646,3.58703387908705,0.000426994573407873,0.00592080413960083,0.00444046757433626,"BTN3A1/BCL3/JAK2/IL12RB1/TLR8/SLC7A5/PYCARD/CD276/RIPK2/LILRB1/EBI3/TYK2/VSIR/CRTAM/IL23A/IL12B/PDE4D/WNT5A/IL1R1/SLAMF1/CD274/INHBA/IL1B/CCR7/HAVCR2/HSPD1/CD226/IL18/CEBPG/SLAMF6/ZC3H12A/TLR3/NOD2/CD14/RASGRP1/HRAS/PDE4B/BTN3A2/ISG15/ZP3/CD47/ARID5A/IL27/PDCD1LG2/SIRPA/HLA-A/IRGM",47
"GO:0022408","negative regulation of cell-cell adhesion","73/4770","203/18888",0.359605911330049,1.42394894197106,3.52995455700165,0.000429916726300437,0.00594827890677825,0.00446107302080725,"MAD1L1/CD9/HFE/RUNX3/RC3H2/TSPAN32/IL4R/ARG2/FXYD5/LAG3/JAK2/RGCC/IL4I1/LILRB1/TGFB1/JAK3/CXCL12/VSIR/GTPBP4/CRTAM/MDK/SH2B3/PTPN6/RIPOR2/DUSP22/VEGFA/CD86/CD274/CD80/BTN2A2/IRF1/BMP2/ADORA2A/PODXL/ASS1/LILRB2/IDO1/LGALS3/IL2RA/ANXA1/HAVCR2/DTX1/GPNMB/MARCHF7/HLX/LRRC32/RDX/TMX1/ILDR2/ZC3H8/TNFRSF21/BMP6/UBASH3B/MIA3/RUNX1/ZC3H12A/PRKCD/CASP3/SPINT2/PRDX2/CEBPB/C1QTNF1/PTPN2/MYADM/ASCL2/ZNF703/SOCS1/PRKG1/NF2/PELI1/SPN/PDCD1LG2/MBP",73
"GO:0002363","alpha-beta T cell lineage commitment","15/4770","26/18888",0.576923076923077,2.2844702467344,3.80952601262557,0.000434583491950761,0.0059866479729949,0.00448984894218135,"IL12RB1/IL23A/IL12B/LY9/CTSL/IL6/IRF4/BRD4/BATF/IL6R/JAK1/SLAMF6/STAT3/SOCS3/SPN",15
"GO:0060333","type II interferon-mediated signaling pathway","15/4770","26/18888",0.576923076923077,2.2844702467344,3.80952601262557,0.000434583491950761,0.0059866479729949,0.00448984894218135,"SP100/JAK2/HCK/TYK2/STAT1/IRF1/RAF1/PPARG/PARP9/NLRC5/IFNGR2/JAK1/PARP14/PTPN2/IRGM",15
"GO:0052547","regulation of peptidase activity","103/4770","304/18888",0.338815789473684,1.34162528963919,3.49036863385585,0.000437601045758383,0.00601511176593534,0.00451119613533528,"CASP10/FYN/PLAUR/BID/SERPINB1/BIRC3/FAS/CD44/TIMP2/CASP8/NGFR/PICALM/GRAMD4/LAMP3/SENP1/RFFL/JAK2/BCL2L13/TBC1D10A/TIMP3/PSMA3/LGMN/CSNK2A1/TIMP1/MEFV/PYCARD/RIPK2/BBC3/DNAJB6/NOD1/VSIR/VTN/BIRC2/VEGFA/DAP/HTRA2/HSPE1/F3/CSTA/TNFSF10/RECK/ACVR1C/SEMG2/PCID2/IFI6/CDKN2D/RAF1/PPARG/CTSL/TANK/BIN1/CTSV/CASP1/THBS1/NOL3/PMAIP1/RCN3/S100A8/EFNA3/HSPD1/ARL6IP5/ST18/GSN/SERPING1/SERPINH1/SH3RF1/AIFM1/TIMP4/CSTB/NLRP3/S100A9/IFI16/AIM2/GPER1/SYK/SERPINB7/SERPINB8/SMAD3/NKX3-1/STAT3/CRADD/ROBO1/SERPINB9/RNF34/TRIAP1/CYCS/BOK/SIAH2/BCAP31/CARD9/DAPK1/SERPINA1/SERPINB2/MBP/PSMB8/CARD16/RACK1/SERPINB4/FIS1/DDX3X/GPX1/PSMB9/LYN",103
"GO:0007015","actin filament organization","150/4770","467/18888",0.321199143468951,1.27186780332108,3.4579101788418,0.000440362056429396,0.00603993336833638,0.00452981176895634,"RHOBTB2/WAS/RUFY3/RNH1/TMSB10/LIMA1/BCAR1/ELMO2/CNN2/ROCK1/PFN2/NCK2/ACTN1/RHOBTB1/CLASP1/ARHGEF10L/ADD2/RAPGEF3/SSH1/ADD1/PLEKHG2/HDAC6/JAK2/SH3BP1/HCK/RGCC/COTL1/PYCARD/TJP1/MET/WASL/LIMK1/MEGF9/TGFBR1/KANK1/PDLIM1/CXCL12/CSF3/TNFAIP1/CRACD/CORO1C/NEDD9/WASF1/SEMA5A/SPTBN1/CCDC88A/PLEK/RND3/ALMS1/ARHGEF2/STMN1/PROX1/ITGB1BP1/ABITRAM/SORBS3/WIPF3/PREX1/DSTN/CCR7/VIL1/RAC2/MYO5C/TMOD2/INPP5K/ZBED3/AVIL/MICAL1/WASHC4/VILL/RAC1/MYO1G/ERMN/BIN1/ABI1/TMOD1/RDX/SPTBN5/TMOD3/SHROOM3/GAS2L3/RHOF/TPM1/SLIT2/PIK3R1/BIN3/C9orf72/GSN/ADD3/CDC42EP2/EPS8/PSTPIP2/ENAH/PPARGC1B/MYO1E/BRAF/NCK1/TAGLN2/SPATC1L/SPTBN4/SHANK1/CDC42EP3/PRKCD/RICTOR/WASHC5/CFL2/TTC8/TSC1/MYO1A/SMAD3/SAMD14/CORO6/MLST8/RHOH/ZEB2/RAC3/MYO7B/S1PR1/PRKCE/PTGER4/SYNPO/SYNPO2/RND1/SPTBN2/MARCKSL1/PPM1E/BAIAP2/MYO1D/RHOG/GRB2/PLEC/CDC42EP4/MYADM/TACSTD2/NF2/SHTN1/C15orf62/EVL/MYO6/CD47/FLNA/SVIL/CYRIA/FCHSD1/CD2AP/LPAR1/TPM2/PDXP/FMN1/CYFIP1/MARCKS",150
"GO:0010001","glial cell differentiation","90/4770","260/18888",0.346153846153846,1.37068214804064,3.4983182948994,0.000444511805479442,0.00605728924784513,0.00454282828130257,"VCAN/KDM4A/EIF2B3/PALS1/TP73/PSEN1/TREM2/PRMT5/SLC8A3/FA2H/METRN/NDRG1/ERCC2/TGFB1/MAG/CDK6/ABCA2/NAGLU/VTN/MDK/ADGRG6/NR3C1/HES1/CSPG5/CLU/EGR2/CDKN2C/NDP/SOX4/MYRF/IL1B/BMP2/ADORA2A/SMO/LDLR/RAF1/ITGB4/TSPAN2/IL6ST/DTX1/IL6/BIN1/TLR2/NAB1/HAPLN3/DUSP10/S100A8/SOX13/TNFRSF21/PRDM8/B4GALT5/SLC45A3/NFIA/S100A9/HDAC11/SLC25A46/MIOS/CDK5/SPINT1/ILK/CTNNB1/STAT3/MECP2/ROR2/ZEB2/CDK1/PTEN/MYD88/RELA/C1QA/CNP/NRROS/HRAS/CLCF1/BNIP3/BOK/KCNJ10/GRB2/PLEC/GPR157/FKRP/OLIG1/MED12/ROR1/POU3F1/NF1/LPAR1/DLL1/OLIG2/LYN",90
"GO:0002420","natural killer cell mediated cytotoxicity directed against tumor cell target","8/4770","10/18888",0.8,3.16779874213836,3.98561238723034,0.000446593449178345,0.00605728924784513,0.00454282828130257,"PVR/TGFB1/NKG7/CRTAM/IL12B/NECTIN2/HAVCR2/CD226",8
"GO:0032819","positive regulation of natural killer cell proliferation","8/4770","10/18888",0.8,3.16779874213836,3.98561238723034,0.000446593449178345,0.00605728924784513,0.00454282828130257,"JAK2/TYK2/IL23A/IL12B/IL18/IL15/STAT5B/FCGR3A",8
"GO:0034351","negative regulation of glial cell apoptotic process","8/4770","10/18888",0.8,3.16779874213836,3.98561238723034,0.000446593449178345,0.00605728924784513,0.00454282828130257,"PRKCH/TREM2/CCL2/TRAF2/PRKCA/PRKCD/RAD21/DLL1",8
"GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway","8/4770","10/18888",0.8,3.16779874213836,3.98561238723034,0.000446593449178345,0.00605728924784513,0.00454282828130257,"PTPRC/APPL2/PTPRJ/CD226/APPL1/PLSCR1/CD47/LYN",8
"GO:0044403","biological process involved in symbiotic interaction","105/4770","311/18888",0.337620578778135,1.33689255596675,3.48207330512249,0.000447375308989985,0.00605728924784513,0.00454282828130257,"CTDP1/PVR/SCARB1/EPS15/CHMP5/SIGLEC1/CCNK/ICAM1/TFAP4/CD209/HSP90AB1/ZDHHC8/APOBEC3H/APOL1/EP300/CHMP4B/FMR1/EEA1/HTR2A/VPS18/SLC1A5/HPN/CCL8/TRIM38/CD86/TRIM62/SLAMF1/RAB29/TRIM25/TRIM6/CD80/WWP1/RAB9A/TREM1/CXCL6/EIF2AK4/ILF3/LDLR/NECTIN2/TRIM21/TRIM5/TRIM22/INPP5K/CTSL/DDX56/CDK9/CH25H/ITGAV/SLC7A1/VPS37B/NPC1/IFITM3/XPR1/HSPD1/RAB5A/AGTR1/DYNLT1/STOM/GSN/CHD1/TRIM11/CXADR/RRP1B/CCR5/LY6E/SAP30BP/ITGA5/TPCN2/SMC6/ZC3H12A/ZFYVE1/IFI27/TMEM41B/ANPEP/PHB1/NOD2/SLC3A2/RPSA/CXCL8/FASN/CDK1/MYD88/JUN/NECTIN3/IST1/EXOC7/IFITM2/IFIT1/IFITM1/TPCN1/TNFRSF4/CARD9/PLSCR1/ZDHHC9/CD55/UVRAG/JPT2/CLDN9/GPX1/PI4KA/TRIM34/MRC1/CCL5/CCL4/ZBED1",105
"GO:0030834","regulation of actin filament depolymerization","25/4770","53/18888",0.471698113207547,1.86780586210988,3.67732312580602,0.000451366744342924,0.00609827334290665,0.00457356541445091,"LIMA1/ADD2/ADD1/SH3BP1/CRACD/SEMA5A/SPTBN1/PLEK/DSTN/VIL1/TMOD2/AVIL/VILL/TMOD1/RDX/SPTBN5/TMOD3/GSN/ADD3/EPS8/SPTBN4/CFL2/SPTBN2/SVIL/PDXP",25
"GO:0032611","interleukin-1 beta production","44/4770","110/18888",0.4,1.58389937106918,3.56996348156017,0.000465337490650321,0.00626027436889783,0.00469506247565442,"SERPINB1/CASP8/ARG2/TREM2/JAK2/TLR8/ELF4/ACP5/MEFV/PYCARD/RIPK2/NOD1/HSPB1/PANX1/WNT5A/FOXP1/TNFAIP3/EGR1/CCR7/CD36/IL6/CASP1/PML/GBP5/NLRP3/IFI16/AIM2/ZC3H12A/RAD21/SMAD3/NOD2/STAT3/CCL19/MYD88/RELA/LPL/SPHK1/TMEM106A/FFAR4/LILRA5/SIRPA/CARD16/TRIM16/CPTP",44
"GO:0032651","regulation of interleukin-1 beta production","44/4770","110/18888",0.4,1.58389937106918,3.56996348156017,0.000465337490650321,0.00626027436889783,0.00469506247565442,"SERPINB1/CASP8/ARG2/TREM2/JAK2/TLR8/ELF4/ACP5/MEFV/PYCARD/RIPK2/NOD1/HSPB1/PANX1/WNT5A/FOXP1/TNFAIP3/EGR1/CCR7/CD36/IL6/CASP1/PML/GBP5/NLRP3/IFI16/AIM2/ZC3H12A/RAD21/SMAD3/NOD2/STAT3/CCL19/MYD88/RELA/LPL/SPHK1/TMEM106A/FFAR4/LILRA5/SIRPA/CARD16/TRIM16/CPTP",44
"GO:0010761","fibroblast migration","26/4770","56/18888",0.464285714285714,1.83845462713387,3.65240936308782,0.00047607628465761,0.00637760666925861,0.00478305901512608,"RFFL/TGFB1/HAS1/PDLIM1/CORO1C/ITGB1BP1/AKAP12/PRR5L/APPL2/RAC1/CCN3/THBS1/PML/PIP5K1A/GNA12/ARID5B/APPL1/BRAF/CYGB/SGPL1/ILK/ZEB2/PRKCE/PLEC/CLN3/TMEM201",26
"GO:0031529","ruffle organization","26/4770","56/18888",0.464285714285714,1.83845462713387,3.65240936308782,0.00047607628465761,0.00637760666925861,0.00478305901512608,"SH3YL1/STAP1/LIMA1/PFN2/SNX10/ICAM1/SH3BP1/KANK1/TCIRG1/CORO1C/PLEK/FAM98A/CCR7/INPP5K/RAC1/RDX/TPM1/PIP5K1A/EPS8/NDEL1/CSPG4/HRAS/RHOG/TACSTD2/EVL/CYFIP1",26
